Open,High,Low,Close,Volume
87.98838442586552,88.39733737027979,87.01514893258896,87.30835970428703,447
88.60006071470639,89.00560873193824,88.27139616933647,88.83231441186739,775
89.63106023720233,90.0805697531721,88.95854178112529,89.92413271050101,189
90.56234035631853,90.81258325448313,89.09561440885449,89.84798893829216,747
89.7231228330959,92.13812400894678,88.93154378937005,91.58889734424065,797
89.41391045724468,90.60233930085653,88.62429231445013,89.88774337815647,415
89.74517388864824,90.40537126536597,88.4626642883969,88.55387039144559,277
90.7207190157706,91.65720652135037,90.22629871106801,91.37727262440443,639
90.24154477792531,91.19641005858851,89.20930434768134,89.26686310769799,831
90.0558858012615,91.58086732169973,89.50635691893775,90.84297040500395,968
88.94955082725546,90.66250045877428,88.50802032588209,90.10814640626288,140
87.7533442031748,88.36506494940916,86.04495770206479,86.93266188482309,839
88.565870025569,89.94884621724111,88.21495501301692,89.52924615481332,803
89.92211005413982,90.58262197057748,89.80504303771221,90.33489098107631,601
89.85009993255949,91.02813277120524,89.70710825050665,90.67216009255398,244
90.85363283045152,93.50827192356984,90.09212219873405,92.75042581310547,300
91.21526885549915,91.2296623441289,90.35166267618001,90.96988073949628,823
90.57014910089401,90.68622174140093,89.71529026041374,89.81641293653652,560
90.93154470640243,90.97754734842418,89.95792347066191,90.04203027677691,831
92.4695812728684,92.51031007518736,90.95280185644384,91.65377098790296,851
92.43375523375845,93.28921581776946,92.28389051798014,92.35665352434434,657
93.99839888957246,95.04320872376913,93.1765388302821,94.3395508643891,646
91.37865378548271,92.12951841390004,90.67241155832622,91.65534458481272,352
92.20055628985793,93.12557369954496,92.11920750921603,93.02773953889395,489
92.2876033580961,92.79222112509085,92.20276564401091,92.30060524997401,693
91.98859600763024,93.91560185556811,91.00195642912907,93.44213008478755,982
92.08035678416574,92.25355865407576,91.44142915517168,91.8156999509278,355
90.09278786956484,93.24680868539244,89.72214572249796,92.81295703615446,808
89.87311598172734,90.89728806388972,89.06031641446984,90.49878332949234,914
90.23022855323909,90.84607865129131,88.42582241943894,89.3730709968228,549
91.7081225979806,92.34321624884825,89.65122903609662,90.63723009991949,109
91.18985237970695,91.71762880472217,90.43647419444801,91.67232479495013,923
90.38135877681377,90.75597139144024,89.781636405957,90.15789599148792,897
89.87960173322922,91.21946214303554,89.79610101653056,90.59360222732131,341
90.7950038509313,91.77137773408492,90.01785693500386,91.26824147550484,350
91.12375496059099,91.9802448017793,90.49252179819831,91.05092604793411,976
90.59399475682395,91.25268838844289,89.32297902950856,89.74720103875553,104
91.1072621899373,91.27019661701873,88.6860605801567,89.59241496525144,218
91.20433973928534,91.27490848668577,90.64662730491217,90.75782478721833,900
92.17298472981824,93.67180280234803,91.68035962552737,93.0293835241417,473
91.47093163594087,91.7115366906127,91.45957799117345,91.68502538007108,164
91.14326948934311,91.72904507061658,89.42887006863701,89.89753071063113,245
90.75116133621096,91.8645725034871,90.69485806052911,90.92434226206214,323
89.28764638807883,90.24843794568353,89.16882847181076,89.67296376780766,338
89.58376666514341,89.97193659134993,88.58238298216517,88.69990922894227,276
89.8448219373233,90.64183526171118,89.19561163520724,89.99854704326883,878
89.84993539396577,90.36639700290328,89.10389051470034,89.90814411241176,952
89.61534826059061,90.16096504990654,87.88900919766282,88.47237796275998,381
